,AT,V,AP,RH,PE
30354,14.57,25.88,1008.92,69.16,464.11
30355,29.78,69.71,1008.96,67.46,434.33
30356,18.61,67.71,1004.07,84.49,443.57
30357,27.0,71.25,1002.66,70.59,437.22
30358,30.49,64.44,1013.43,51.73,438.09
30359,27.14,70.32,1007.08,73.08,427.21
30360,25.68,58.41,1013.71,70.61,440.78
30361,25.42,75.6,1017.39,77.63,438.24
30362,14.47,48.79,1017.05,69.87,466.25
30363,9.45,41.4,1027.34,86.66,475.49
30364,20.71,58.18,1007.63,98.44,447.06
30365,8.8,39.42,1025.17,68.72,476.5
30366,31.44,64.44,1014.04,49.15,437.6
30367,9.75,35.76,1019.88,62.31,474.31
30368,18.0,43.7,1015.4,61.28,464.26
30369,29.52,77.24,1008.55,76.24,433.82
30370,17.83,43.72,1008.64,78.72,453.86
30371,23.17,62.39,1008.04,89.42,439.29
30372,22.33,45.87,1007.8,63.61,447.02
30373,16.65,49.69,1014.01,91.0,460.03
30374,21.53,59.8,1016.46,74.72,454.99
30375,20.3,62.52,1017.96,75.17,451.86
30376,21.01,58.96,1014.33,61.8,453.88
30377,25.12,77.95,1009.26,82.95,433.4
30378,26.84,71.94,1006.6,79.12,427.2
30379,14.63,41.23,998.96,86.4,466.36
30380,14.62,44.84,1023.41,85.17,464.51
30381,8.83,41.14,1025.37,94.36,474.51
30382,25.54,70.47,1009.28,73.5,436.16
30383,22.28,58.12,1014.54,83.27,448.97
30384,22.89,62.39,1007.84,88.16,448.13
30385,9.84,36.66,1026.7,70.02,477.62
30386,30.3,73.67,1005.57,58.74,431.57
30387,19.02,49.25,1019.75,58.29,453.49
30388,32.51,69.98,1013.29,54.07,429.66
30389,23.56,60.77,1017.93,76.34,443.13
30390,21.69,57.17,1011.75,82.63,446.61
30391,23.2,61.02,1009.63,79.45,443.23
30392,28.19,71.97,1008.85,84.67,438.8
30393,23.49,47.45,1008.46,66.18,446.72
30394,13.93,40.2,1013.41,89.86,466.47
30395,11.82,41.74,1022.36,74.06,476.21
30396,29.08,52.84,1006.14,40.09,438.24
30397,27.9,63.13,1011.8,70.04,439.76
30398,23.79,50.16,1005.32,75.82,435.49
30399,8.84,42.49,1010.28,89.09,481.58
30400,31.85,73.91,1003.6,60.22,431.26
30401,30.29,74.16,1008.77,75.23,431.39
30402,18.03,58.86,1015.99,89.03,450.33
30403,15.92,41.2,1016.04,73.37,468.91
30404,19.02,52.72,1025.44,51.9,461.57
30405,12.41,41.16,1017.45,93.64,464.08
30406,31.11,75.33,1002.32,64.25,433.37
30407,20.54,69.05,1001.6,79.62,442.86
30408,23.32,69.23,1011.75,75.59,436.18
30409,24.66,60.29,1018.0,59.56,445.26
30410,29.17,74.34,1004.51,82.02,433.03
30411,19.06,50.16,1011.36,99.64,449.74
30412,7.52,39.61,1018.61,78.96,481.54
30413,26.12,63.31,1013.97,51.6,439.77
30414,18.24,49.5,1014.37,79.36,464.13
30415,14.09,41.2,1016.45,67.27,472.42
30416,14.8,58.2,1018.29,85.11,455.14
30417,14.73,39.52,1017.01,74.21,470.45
30418,24.42,63.07,1011.49,67.39,444.72
30419,11.49,39.22,1016.35,53.11,471.47
30420,25.54,69.13,1001.64,90.98,428.74
30421,23.05,62.52,1016.5,65.65,449.98
30422,5.89,39.48,1005.11,59.83,484.91
30423,13.87,49.83,1006.76,89.14,462.46
30424,27.33,51.43,1006.18,67.6,439.12
30425,26.51,67.25,1017.85,64.17,435.52
30426,11.69,35.76,1019.02,55.6,471.72
30427,8.75,40.22,1008.96,90.53,482.8
30428,28.75,77.24,1008.92,77.17,433.03
30429,15.48,44.99,1011.94,69.95,463.92
30430,19.13,68.61,1010.65,94.92,448.69
30431,17.82,56.89,1014.24,77.73,453.83
30432,23.24,63.78,1017.1,63.8,446.95
30433,25.92,73.77,1001.27,94.28,432.0
30434,16.25,58.16,1018.34,78.59,458.31
30435,24.27,74.93,1012.73,73.81,443.06
30436,13.48,39.35,1014.56,81.25,470.66
30437,12.21,44.34,1017.98,86.17,475.06
30438,9.75,52.72,1026.03,78.53,473.41
30439,24.56,58.82,1011.42,72.47,442.76
30440,8.04,40.64,1020.64,89.26,477.78
30441,14.03,49.83,1006.64,90.01,463.71
30442,30.04,67.25,1017.65,52.84,435.17
30443,18.98,38.52,1018.85,63.16,454.6
30444,28.26,72.43,1006.68,72.3,426.2
30445,11.34,41.54,1020.25,75.83,477.24
30446,9.15,44.03,1012.45,81.67,474.26
30447,14.69,53.82,1016.54,63.49,463.52
30448,19.05,59.21,1017.99,89.53,451.0
30449,18.53,39.72,1001.26,64.08,457.26
30450,9.96,39.66,1015.23,82.98,480.6
30451,16.16,41.79,1007.53,76.21,453.39
30452,12.36,45.09,1013.05,88.4,467.2
30453,27.79,71.85,1008.95,87.35,427.67
30454,13.85,48.06,1011.13,75.2,462.39
30455,14.96,39.31,1010.52,71.28,461.97
30456,23.71,60.23,1009.76,90.67,439.66
30457,18.91,45.01,1012.9,59.81,456.12
30458,18.59,43.14,1011.92,52.63,464.48
30459,16.52,43.7,1015.08,58.36,466.73
30460,14.34,42.86,1031.75,66.81,466.17
30461,12.07,40.81,1025.63,68.02,475.96
30462,9.53,44.03,1008.87,89.99,471.23
30463,17.18,40.55,1000.47,72.03,461.73
30464,16.4,38.01,1022.2,73.05,463.79
30465,22.17,65.61,1014.71,70.91,449.91
30466,14.78,38.58,1017.02,82.4,460.54
30467,7.54,38.56,1016.49,69.1,486.76
30468,22.89,48.98,1014.55,48.21,448.56
30469,26.19,73.77,1001.31,91.87,433.34
30470,29.28,74.33,1011.66,72.37,426.53
30471,13.64,44.88,1019.85,56.86,466.66
30472,26.36,54.5,1015.35,66.87,451.81
30473,32.84,77.95,1014.68,45.8,431.97
30474,15.82,44.2,1018.96,66.73,460.2
30475,13.3,37.9,997.41,91.51,465.61
30476,18.49,41.1,1001.9,59.99,460.76
30477,27.01,43.21,1011.71,77.84,434.09
30478,25.57,62.96,1019.92,58.34,444.81
30479,13.93,40.24,1017.88,88.35,469.25
30480,32.35,77.95,1014.76,60.88,432.72
30481,10.77,44.78,1012.87,84.16,470.66
30482,26.27,62.91,1011.97,48.06,447.76
30483,21.01,50.9,1012.24,70.82,453.99
30484,6.9,39.81,1016.74,88.24,481.88
30485,12.6,41.5,1013.07,86.22,472.45
30486,18.71,39.39,1014.09,62.82,465.57
30487,23.0,57.76,1017.64,56.86,451.39
30488,28.37,68.12,1012.41,45.87,436.42
30489,12.02,39.69,1006.05,84.66,470.17
30490,13.34,40.8,1026.56,64.85,474.47
30491,27.66,76.86,1001.31,69.47,436.64
30492,8.99,36.66,1028.11,71.98,481.03
30493,14.87,42.77,1017.94,75.06,462.03
30494,10.61,37.5,1008.8,100.13,472.9
30495,22.64,58.66,1011.68,60.97,449.79
30496,19.2,54.2,1011.46,84.44,450.75
30497,17.76,40.55,1002.82,73.77,461.8
30498,23.81,57.5,1015.53,70.66,448.72
30499,10.4,45.01,1018.58,93.48,470.79
30500,14.46,53.82,1016.55,68.11,462.6
30501,23.19,49.82,1014.59,70.52,451.08
30502,14.86,44.85,1016.19,67.43,468.87
30503,19.09,66.51,1015.11,76.38,458.41
30504,16.84,56.03,1020.25,70.37,437.14
30505,16.57,43.7,1015.67,71.95,465.78
30506,18.14,43.56,1012.83,47.1,461.71
30507,12.62,40.83,1010.06,81.52,470.94
30508,24.29,62.91,1013.04,65.85,442.18
30509,19.08,59.15,1013.1,81.82,451.33
30510,13.47,44.88,1017.56,93.23,476.67
30511,31.4,66.54,1003.55,57.73,425.91
30512,10.39,40.22,1009.77,83.27,478.58
30513,28.13,56.9,1007.17,51.66,436.95
30514,27.6,69.34,1009.63,71.58,440.6
30515,8.94,41.38,1021.5,79.45,479.95
30516,11.76,39.28,1016.9,91.06,478.07
30517,24.44,47.93,1003.13,67.04,440.53
30518,15.54,39.31,1009.69,71.19,461.06
30519,27.19,62.91,1011.57,53.66,444.8
30520,21.12,49.15,1021.29,52.9,456.92
30521,27.88,70.79,1005.06,72.5,429.62
30522,25.0,68.14,1005.35,57.13,437.67
30523,17.12,58.95,1016.74,90.41,451.67
30524,24.7,50.23,1016.23,62.03,454.42
30525,23.54,65.27,1013.78,64.28,445.19
30526,26.3,69.05,1005.37,41.7,438.12
30527,14.43,43.5,1021.86,83.14,466.58
30528,21.87,74.87,1009.28,85.4,442.37
30529,13.03,41.26,1022.17,79.79,466.02
30530,17.7,49.21,1015.16,67.91,455.97
30531,30.56,69.14,1007.49,71.0,432.26
30532,10.03,40.96,1024.57,91.1,478.79
30533,8.85,41.06,1020.99,86.05,486.4
30534,24.48,69.45,1013.86,62.39,435.74
30535,25.74,63.73,1010.88,70.87,441.9
30536,12.11,38.28,1013.56,93.21,469.93
30537,28.51,70.02,1010.58,54.68,441.66
30538,29.25,66.51,1015.53,33.65,441.7
30539,21.81,65.06,1014.6,66.41,447.13
30540,19.2,59.21,1017.84,89.56,450.86
30541,17.51,39.54,1010.22,71.53,462.12
30542,19.69,57.32,1012.41,75.51,449.59
30543,11.21,40.75,1016.45,86.14,479.2
30544,13.08,44.9,1020.47,86.46,472.01
30545,23.25,72.99,1009.17,89.85,438.51
30546,30.08,67.25,1017.57,47.77,432.1
30547,12.85,40.35,1011.29,81.27,472.69
30548,10.48,36.71,1023.18,81.37,473.3
30549,25.72,74.67,1016.64,75.93,434.83
30550,21.94,50.32,1008.44,86.98,444.89
30551,28.18,60.07,1016.34,49.13,441.61
30552,27.89,70.94,1007.54,49.18,435.21
30553,16.32,43.56,1014.4,59.77,463.57
30554,20.29,49.69,1008.94,69.91,454.74
30555,5.81,45.87,1009.63,94.38,479.66
30556,16.2,38.73,1002.14,75.03,467.89
30557,8.25,37.49,1009.02,81.09,480.38
30558,34.61,73.03,1013.61,36.91,438.56
30559,7.81,39.64,1011.42,86.68,482.22
30560,11.59,40.05,1014.96,86.22,474.46
30561,22.18,45.09,1014.04,43.13,455.4
30562,13.66,40.55,1005.46,96.02,467.7
30563,9.59,34.69,1027.65,75.32,478.88
30564,27.95,77.54,1010.12,78.97,434.7
30565,25.88,66.48,1004.24,63.16,434.4
30566,18.93,59.39,1013.92,68.78,450.14
30567,21.07,67.07,1004.64,86.16,446.05
30568,6.89,39.37,1020.21,74.17,486.9
30569,15.77,58.16,1016.09,82.56,450.11
30570,24.74,63.87,1016.91,55.65,447.02
30571,19.04,43.43,1009.25,68.74,453.32
30572,21.11,69.94,1004.37,84.26,439.91
30573,21.8,51.3,1012.07,89.51,450.25
30574,14.13,43.41,1015.26,55.63,461.96
30575,22.71,59.43,1005.68,83.52,441.24
30576,20.83,67.32,1011.76,73.11,443.17
30577,13.44,39.39,1012.93,84.29,469.67
30578,24.74,59.39,1015.23,74.64,437.49
30579,16.28,42.99,1007.5,77.27,464.13
30580,33.15,70.4,1003.72,53.98,430.15
30581,16.57,41.79,1005.82,72.25,452.84
30582,6.77,38.18,1017.8,81.13,484.31
30583,21.46,58.18,1007.45,95.33,444.12
30584,10.29,40.56,1017.28,69.13,481.7
30585,23.95,60.37,1004.96,79.48,440.9
30586,18.18,61.87,1008.64,66.28,453.1
30587,19.97,59.21,1017.87,83.46,450.41
30588,24.17,73.18,1011.72,86.1,437.27
30589,13.2,40.83,1007.75,94.98,472.41
30590,21.31,42.8,1014.1,75.77,459.84
30591,21.23,68.08,1012.82,74.57,445.41
30592,24.77,71.94,1006.77,88.86,432.27
30593,12.45,40.1,1015.4,82.61,473.63
30594,25.14,67.32,1013.96,41.78,435.39
30595,12.57,43.8,1023.2,56.85,466.68
30596,24.46,61.9,1013.88,87.16,441.34
30597,25.73,66.54,1010.07,55.97,437.07
30598,8.03,40.67,1020.13,70.87,492.26
30599,23.81,66.51,1016.96,70.16,438.32
30600,7.69,38.06,1020.72,83.47,483.54
30601,20.92,63.86,1020.49,72.98,449.09
30602,23.48,72.99,1009.61,88.16,437.1
30603,34.24,74.67,1016.24,25.56,425.58
30604,22.59,70.32,1007.07,74.39,437.39
30605,15.43,39.64,1008.58,87.99,464.05
30606,6.58,40.67,1020.18,71.07,494.84
30607,25.46,56.89,1012.59,62.9,443.5
30608,12.25,44.58,1016.47,81.15,475.24
30609,29.86,64.79,1017.37,44.8,439.89
30610,5.66,40.62,1015.87,84.97,485.18
30611,28.51,74.78,1009.84,59.06,434.43
30612,17.07,41.35,1005.88,83.43,464.6
30613,27.75,66.51,1015.42,39.0,433.08
30614,26.3,51.43,1012.05,63.62,442.28
30615,26.65,58.41,1013.53,65.83,442.66
30616,31.11,71.8,1010.81,56.08,437.2
30617,23.88,69.94,1007.48,61.0,440.63
30618,12.21,41.67,1012.88,85.19,475.07
30619,16.32,50.88,1013.37,97.19,458.28
30620,16.6,41.93,1022.01,48.98,467.51
30621,8.96,40.02,1031.21,82.32,475.47
30622,17.51,58.86,1016.78,83.63,453.2
30623,29.08,67.07,1005.73,57.18,435.57
30624,6.18,41.38,1020.23,81.38,490.81
30625,30.54,70.17,999.42,64.32,434.62
30626,22.18,62.39,1007.84,85.74,452.31
30627,26.86,68.08,1012.99,50.04,436.25
30628,20.42,62.96,1020.34,84.0,452.08
30629,12.65,44.34,1019.4,71.45,468.8
30630,15.0,41.35,1006.6,86.95,467.71
30631,29.07,51.43,1006.22,61.58,438.79
30632,22.95,67.79,1009.89,91.69,442.19
30633,29.22,60.23,1009.73,61.5,436.32
30634,17.77,44.6,1016.97,54.25,460.13
30635,7.55,38.08,1019.37,76.32,485.49
30636,10.45,41.01,1020.57,93.84,465.74
30637,23.55,65.12,1016.23,66.65,446.44
30638,20.79,50.66,1013.39,77.93,454.78
30639,19.86,41.67,1012.31,53.9,462.86
30640,25.3,71.29,1007.86,62.98,437.17
30641,8.23,40.77,1011.92,90.59,479.24
30642,28.69,67.79,1011.01,66.4,439.87
30643,24.62,68.31,1010.45,75.18,448.58
30644,22.5,70.94,1008.04,82.39,442.4
30645,34.51,73.03,1013.73,39.42,439.8
30646,27.44,66.56,1005.51,69.28,428.0
30647,20.32,39.72,1002.0,51.71,458.8
30648,13.79,42.07,1018.27,88.06,462.25
30649,23.65,71.98,1006.09,93.39,434.11
30650,17.37,40.55,1001.19,71.42,460.97
30651,13.86,41.78,1010.75,57.9,467.39
30652,18.86,46.48,1007.28,78.47,452.0
30653,4.87,42.85,1013.6,92.3,482.22
30654,6.75,39.9,1008.3,87.42,484.05
30655,8.53,43.14,1012.25,78.88,480.08
30656,23.67,68.67,1006.71,77.22,445.32
30657,18.56,67.71,1004.77,85.28,444.9
30658,27.37,63.73,1009.79,65.25,437.24
30659,10.59,41.26,1008.1,98.27,474.76
30660,14.68,58.2,1018.5,83.3,458.51
30661,7.33,40.0,1018.96,80.76,478.16
30662,13.89,41.49,1020.02,86.47,469.6
30663,22.98,69.84,1005.55,84.1,437.49
30664,24.4,60.32,1016.5,70.96,447.73
30665,13.94,41.26,1021.67,74.4,467.9
30666,24.62,58.66,1011.43,56.61,449.8
30667,26.8,49.3,1003.86,62.75,438.56
30668,18.63,50.16,1010.21,97.13,450.14
30669,20.65,66.51,1014.94,71.83,456.49
30670,26.96,73.68,1013.81,84.77,429.48
30671,19.44,60.07,1014.8,69.06,452.89
30672,26.73,68.84,1010.75,66.83,440.45
30673,22.35,51.43,1011.34,77.33,445.34
30674,13.48,46.18,1018.15,88.38,464.58
30675,16.76,43.67,1011.27,70.55,462.44
30676,26.2,74.67,1016.69,84.38,430.22
30677,31.19,68.3,1014.86,39.1,430.48
30678,23.09,51.19,1009.4,81.61,443.22
30679,12.28,40.92,1023.23,89.14,460.33
30680,27.77,51.43,1006.58,69.01,438.7
30681,17.85,45.64,1020.11,82.94,459.59
30682,16.66,36.71,1013.68,70.66,466.07
30683,17.8,62.26,1011.81,89.81,451.62
30684,11.53,41.39,1018.39,85.52,474.49
30685,5.95,35.57,1025.84,77.61,487.72
30686,7.35,41.66,1015.55,79.67,485.35
30687,23.34,59.14,1017.47,78.91,439.6
30688,6.71,40.96,1022.71,91.89,486.58
30689,12.27,43.8,1023.21,57.0,468.55
30690,9.51,40.81,1015.69,82.52,475.29
30691,10.29,40.0,1021.46,90.6,479.58
30692,10.91,42.34,1021.83,94.99,470.91
30693,15.67,38.62,1015.76,66.29,463.17
30694,22.1,58.33,1013.71,69.09,441.31
30695,24.59,71.94,1006.89,88.52,430.28
30696,28.01,44.89,1008.98,48.52,444.76
30697,19.17,52.9,1016.56,65.23,458.59
30698,28.34,73.68,1015.05,76.73,432.0
30699,12.71,41.39,1019.3,74.2,475.13
30700,21.47,58.79,1017.0,76.97,446.33
30701,13.67,41.48,1017.51,63.54,463.97
30702,9.24,41.4,1030.72,87.36,476.9
30703,18.14,49.78,1002.95,100.09,451.44
30704,25.56,60.32,1016.28,59.84,445.01
30705,26.59,60.96,1011.9,52.41,439.77
30706,15.68,39.16,1006.09,75.62,461.98
30707,23.28,60.84,1017.91,67.5,444.13
30708,29.89,65.74,1012.95,51.36,438.24
30709,13.44,41.14,1026.41,77.26,461.44
30710,10.67,42.02,996.55,99.94,472.65
30711,17.75,42.24,1016.86,61.52,468.86
30712,6.06,43.65,1014.36,83.94,480.74
30713,15.6,41.04,1025.48,64.43,457.49
30714,15.37,41.96,1011.58,96.76,466.02
30715,10.54,41.93,1016.64,93.52,479.65
30716,5.45,39.04,1020.07,77.05,487.33
30717,13.09,54.3,1017.61,82.38,471.0
30718,19.04,50.12,1010.53,100.09,446.59
30719,29.19,67.51,1011.48,55.55,446.97
30720,23.99,45.87,1007.63,52.62,443.66
30721,10.29,41.46,1020.84,89.03,480.32
30722,11.72,40.55,1021.54,85.13,470.8
30723,11.89,40.03,1019.53,89.48,471.85
30724,25.01,59.54,1007.91,80.93,441.3
30725,21.93,60.84,1017.8,82.61,443.89
30726,19.26,58.46,1015.74,84.64,450.66
30727,16.58,38.01,1023.5,60.14,464.03
30728,25.37,66.75,1017.94,79.26,434.16
30729,10.59,41.54,1019.94,72.52,478.74
30730,14.99,41.35,1004.56,98.9,466.85
30731,14.85,39.39,1013.93,76.27,468.84
30732,8.47,41.26,1020.57,91.28,477.14
30733,26.02,68.67,1006.73,75.19,440.12
30734,32.11,78.05,1010.36,58.78,431.31
30735,13.83,42.86,1030.77,75.09,470.21
30736,33.01,69.88,1006.71,53.25,433.5
30737,23.97,68.67,1006.63,76.83,441.53
30738,14.83,53.82,1016.57,63.47,464.0
30739,10.81,45.0,1023.45,85.89,482.63
30740,17.11,49.78,1007.25,100.09,453.22
30741,11.34,45.17,1018.32,96.24,472.13
30742,8.97,39.66,1021.63,78.94,482.62
30743,19.3,44.9,1008.89,70.55,452.75
30744,20.28,48.78,1017.4,82.51,451.59
30745,6.76,39.81,1017.11,87.9,483.16
30746,28.31,74.34,998.42,79.23,431.95
30747,16.48,48.92,1011.84,64.16,458.67
30748,20.88,47.45,1007.5,76.21,449.34
30749,16.23,43.69,1016.4,68.9,466.22
30750,7.26,41.22,1014.86,97.82,488.75
30751,26.06,71.73,1009.65,77.02,432.38
30752,26.29,68.24,1010.71,76.95,429.71
30753,29.06,71.64,1005.54,69.84,435.98
30754,31.65,66.25,1008.57,59.05,437.35
30755,17.61,56.53,1019.5,82.3,457.01
30756,30.56,69.04,1009.29,55.73,442.24
30757,5.84,41.38,1020.34,82.41,489.4
30758,13.56,42.34,1017.95,93.83,462.6
30759,22.99,60.77,1017.97,78.47,447.62
30760,28.32,47.93,1003.26,54.5,439.5
30761,20.98,47.43,1007.39,68.15,450.0
30762,22.97,72.24,1011.15,95.85,437.41
30763,7.06,41.74,1021.95,90.38,448.97
30764,24.4,71.14,1009.7,59.26,436.68
30765,11.55,40.6,1014.44,87.06,475.14
30766,25.34,71.06,1007.74,92.52,434.86
30767,21.73,69.05,1001.31,86.64,439.01
30768,20.6,65.12,1015.53,71.57,452.86
30769,13.93,44.47,1025.35,81.54,469.25
30770,9.52,39.61,1021.18,73.78,478.79
30771,32.77,72.86,1003.6,52.87,433.84
30772,18.34,44.63,1000.76,89.27,455.22
30773,16.07,44.58,1019.52,67.95,471.36
30774,15.51,36.71,1014.05,72.92,465.85
30775,21.74,60.27,1015.82,88.96,441.22
30776,23.5,50.23,1017.51,75.15,457.51
30777,24.43,60.07,1015.59,59.99,444.71
30778,22.99,46.21,1010.71,60.11,444.36
30779,8.13,71.14,1018.94,86.7,471.99
30780,16.54,42.86,1014.85,78.0,465.26
30781,13.03,39.35,1015.34,79.18,474.02
30782,14.82,44.2,1018.98,72.8,465.73
30783,14.07,46.18,1017.77,87.83,465.05
30784,14.1,39.16,1008.19,74.05,464.07
30785,16.69,46.18,1010.8,96.8,466.03
30786,3.95,38.44,1016.75,79.65,492.46
30787,13.53,42.86,1014.0,90.63,471.73
30788,29.03,69.51,1009.8,47.04,435.09
30789,12.41,37.92,1008.09,65.23,470.49
30790,28.82,64.79,1016.74,56.34,445.1
30791,28.36,69.88,1007.75,84.17,434.03
30792,31.54,72.58,1007.61,65.57,427.31
30793,27.37,69.23,1013.25,48.02,433.18
30794,26.71,76.86,1002.86,74.5,437.31
30795,15.38,43.99,1022.42,83.41,462.48
30796,26.48,69.14,1009.31,84.11,435.76
30797,7.44,38.5,1012.81,70.27,488.12
30798,8.99,39.04,1021.99,75.98,483.35
30799,29.83,68.67,1005.33,71.15,434.28
30800,6.18,41.55,1001.58,98.79,484.87
30801,21.39,51.3,1013.39,89.05,452.7
30802,21.08,52.05,1012.28,45.25,453.4
30803,26.96,72.86,1004.86,59.17,441.12
30804,21.55,44.58,1017.2,46.64,464.44
30805,27.2,65.18,1011.47,47.14,436.99
30806,29.45,75.6,1018.12,50.68,437.31
30807,26.08,76.86,1003.3,79.49,436.85
30808,23.49,49.3,1003.35,77.96,442.76
30809,11.52,40.8,1024.31,73.49,479.56
30810,23.44,62.52,1016.46,67.21,447.19
30811,17.01,49.15,1021.83,84.02,458.78
30812,25.77,68.08,1010.99,73.58,433.46
30813,23.26,59.14,1016.98,76.29,440.37
30814,27.78,60.07,1014.66,53.74,439.43
30815,21.23,50.59,1017.42,69.26,453.95
30816,7.55,39.22,1014.53,77.76,482.19
30817,12.24,40.66,1017.4,96.22,464.7
30818,29.3,70.04,1010.95,61.23,426.25
30819,15.0,40.66,1016.28,89.62,456.63
30820,15.46,42.07,1017.9,81.12,459.15
30821,7.11,40.77,1022.4,90.95,475.55
30822,14.47,39.58,1011.31,69.85,467.34
30823,11.95,41.58,1015.83,89.35,464.57
30824,12.46,40.73,1017.53,93.47,464.7
30825,6.69,36.24,1013.35,91.09,483.82
30826,10.34,37.5,1010.35,95.56,474.08
30827,20.15,49.5,1013.47,66.7,462.65
30828,11.87,44.6,1018.81,84.68,468.47
30829,32.02,67.83,1007.77,53.31,426.55
30830,5.19,40.78,1025.24,95.07,482.46
30831,26.65,73.18,1012.27,83.12,437.7
30832,27.2,49.16,1005.33,46.73,440.57
30833,16.55,46.18,1009.97,96.54,455.8
30834,18.2,49.39,1018.83,96.3,455.86
30835,27.93,73.68,1015.41,49.95,435.95
30836,25.02,59.92,1009.9,76.27,436.64
30837,20.54,49.15,1021.02,56.0,458.6
30838,23.53,50.05,1005.63,78.4,443.71
30839,13.07,38.47,1015.16,57.26,468.9
30840,19.47,58.79,1016.8,87.26,450.17
30841,23.9,61.47,1009.01,81.05,438.73
30842,28.3,64.33,1011.23,68.88,441.51
30843,28.62,59.14,1016.36,53.1,436.09
30844,20.58,54.5,1015.04,89.83,467.76
30845,13.78,45.51,1015.56,69.92,468.17
30846,20.62,43.43,1009.93,64.02,449.07
30847,15.5,44.92,1024.16,86.44,462.12
30848,25.34,65.61,1014.61,57.51,442.82
30849,19.76,48.92,1010.48,46.57,456.69
30850,23.31,60.37,1005.17,82.75,438.52
30851,17.51,53.16,1013.13,82.86,457.45
30852,21.64,50.32,1008.41,86.32,442.52
30853,22.04,69.51,1013.25,56.15,446.34
30854,26.3,61.41,1012.45,56.85,448.55
30855,28.61,68.12,1011.71,47.57,432.94
30856,30.05,56.9,1007.02,41.96,437.55
30857,18.26,59.15,1012.38,85.74,452.03
30858,23.61,63.94,1012.9,87.06,441.57
30859,23.3,48.78,1018.17,75.36,441.08
30860,23.83,64.15,1020.93,63.86,447.95
30861,19.35,39.39,1013.91,61.53,465.28
30862,14.26,42.86,1011.33,88.37,471.19
30863,28.97,73.5,1010.47,48.24,435.22
30864,32.28,75.33,1002.14,62.49,433.42
30865,29.11,74.9,1003.31,74.01,432.43
30866,21.42,56.89,1014.39,84.05,444.86
30867,11.27,40.62,1017.03,61.94,471.26
30868,31.46,70.79,1003.54,59.51,425.68
30869,9.02,38.08,1019.02,69.98,478.32
30870,18.3,44.06,1017.95,63.24,456.32
30871,18.68,56.65,1020.38,80.26,455.79
30872,26.4,48.41,1008.51,66.95,442.23
30873,25.44,63.13,1011.74,77.83,441.91
30874,26.63,73.68,1015.15,85.13,428.8
30875,28.91,58.33,1013.84,39.72,437.53
30876,27.69,69.71,1009.9,69.91,440.43
30877,23.36,59.15,1013.71,86.64,442.53
30878,20.3,58.41,1014.05,86.38,451.74
30879,23.59,59.43,1009.96,65.8,440.61
30880,25.76,57.32,1011.93,43.61,440.26
30881,20.19,66.86,1012.97,64.7,454.84
30882,14.8,44.71,1014.67,41.71,470.77
30883,10.12,41.78,1013.43,73.47,477.67
30884,6.99,40.07,1014.83,54.36,490.11
30885,23.85,74.22,1009.99,82.72,441.66
30886,22.1,68.12,1012.71,79.77,440.08
30887,15.92,37.64,1014.93,83.73,464.14
30888,26.46,61.41,1012.41,56.58,448.83
30889,8.14,39.96,1023.41,88.86,477.05
30890,21.93,60.84,1018.96,76.8,440.76
30891,16.9,38.58,1014.09,70.11,459.87
30892,26.38,59.92,1009.99,71.91,444.85
30893,32.32,76.09,1006.63,62.96,432.53
30894,14.51,53.82,1016.46,62.75,463.17
30895,13.63,43.5,1022.12,84.32,468.28
30896,21.94,56.85,1011.01,77.72,442.63
30897,22.46,58.49,1011.5,70.54,448.46
30898,13.93,44.21,1022.26,82.4,469.12
30899,18.24,58.46,1017.38,86.92,449.63
30900,27.59,50.05,1005.71,57.03,437.98
30901,25.25,62.91,1012.51,62.64,443.14
30902,13.83,41.23,993.31,93.94,466.2
30903,15.0,41.17,1015.57,64.82,468.72
30904,24.43,47.45,1007.68,65.18,446.45
30905,12.03,41.58,1015.09,90.43,464.02
30906,25.16,58.82,1009.63,72.62,442.0
30907,14.47,48.14,1017.28,87.36,457.45
30908,28.71,64.69,1006.52,68.38,435.85
30909,24.06,58.98,1010.66,81.16,443.75
30910,25.24,66.54,1002.07,81.22,433.86
30911,25.21,59.21,1017.37,55.06,445.33
30912,16.02,39.54,1007.73,72.81,466.15
30913,25.69,72.43,1006.86,86.38,429.99
30914,13.88,48.79,1017.28,79.4,464.14
30915,20.7,58.16,1016.73,68.19,453.22
30916,23.01,44.05,1006.56,74.95,450.67
30917,10.57,36.71,1022.62,80.49,473.88
30918,13.03,42.86,1014.39,86.25,475.03
30919,20.46,59.21,1018.42,85.89,445.22
30920,24.43,65.18,1012.57,77.83,437.26
30921,23.43,63.94,1010.64,89.29,440.16
30922,23.56,42.67,1008.01,66.76,440.69
30923,14.7,41.39,1018.84,68.19,469.6
30924,12.42,40.24,1016.59,90.01,469.59
30925,14.01,42.99,1007.12,69.69,469.23
30926,33.68,68.14,1002.75,56.05,427.53
30927,21.6,62.52,1017.23,67.87,453.28
30928,27.54,51.43,1012.3,54.82,439.8
30929,16.82,49.15,1020.68,72.07,462.22
30930,30.75,73.5,1011.02,54.76,429.18
30931,27.5,68.24,1010.38,73.44,430.9
30932,10.87,42.02,1002.08,95.22,472.63
30933,27.72,69.88,1007.58,72.25,434.02
30934,7.53,41.74,1022.45,90.85,487.25
30935,17.68,45.17,1017.5,77.57,461.96
